UA,NAME,UA00,UA00NAME,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,UA00POP,UA00HU,UA00AREA,UA00AREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,UA00POPPCT,UA00HUPCT,UA00AREAPCT,UA00AREALANDPCT
51823,"Lowell, MI",51823,"Lowell, MI",5594,2180,9293203,9278604,6803,2706,12737760,12495336,5870,2303,13096821,12972229,82.23,80.56,72.96,74.26,95.30,94.66,70.96,71.53
51823,"Lowell, MI",99999,"Not in a 2000 urban area",1209,526,3444557,3216732,6803,2706,12737760,12495336,,,,,17.77,19.44,27.04,25.74,,,,
51850,"Lowville, NY",51850,"Lowville, NY",3327,1562,3438684,3438684,3562,1685,4591602,4591602,3334,1565,3500959,3500959,93.40,92.70,74.89,74.89,99.79,99.81,98.22,98.22
51850,"Lowville, NY",99999,"Not in a 2000 urban area",235,123,1152918,1152918,3562,1685,4591602,4591602,,,,,6.60,7.30,25.11,25.11,,,,
51877,"Lubbock, TX",51877,"Lubbock, TX",210564,88398,175336215,173829932,237356,98505,251873169,249826818,212072,89026,193447497,191710321,88.71,89.74,69.61,69.58,99.29,99.29,90.64,90.67
51877,"Lubbock, TX",99999,"Not in a 2000 urban area",26792,10107,76536954,75996886,237356,98505,251873169,249826818,,,,,11.29,10.26,30.39,30.42,,,,
51904,"Lucasville, OH",51904,"Lucasville, OH",1182,509,2709132,2703850,2931,655,5463859,5450600,1266,544,5781106,5740679,40.33,77.71,49.58,49.61,93.36,93.57,46.86,47.10
51904,"Lucasville, OH",99999,"Not in a 2000 urban area",1749,146,2754727,2746750,2931,655,5463859,5450600,,,,,59.67,22.29,50.42,50.39,,,,
51920,"Lucedale, MS",99999,"Not in a 2000 urban area",2636,983,6536413,6536413,2636,983,6536413,6536413,,,,,100.00,100.00,100.00,100.00,,,,
51958,"Ludington, MI",51958,"Ludington, MI",9509,4919,14095081,14095081,10710,5729,22430788,21845584,9561,4941,14447258,14447258,88.79,85.86,62.84,64.52,99.46,99.55,97.56,97.56
51958,"Ludington, MI",99999,"Not in a 2000 urban area",1201,810,8335707,7750503,10710,5729,22430788,21845584,,,,,11.21,14.14,37.16,35.48,,,,
51985,"Lufkin, TX",51985,"Lufkin, TX",40001,16034,74299469,73986288,44927,17883,100181080,99525163,40276,16157,79971406,79616028,89.04,89.66,74.17,74.34,99.32,99.24,92.91,92.93
51985,"Lufkin, TX",99999,"Not in a 2000 urban area",4926,1849,25881611,25538875,44927,17883,100181080,99525163,,,,,10.96,10.34,25.83,25.66,,,,
52001,"Lula, GA",99999,"Not in a 2000 urban area",2591,1046,7402399,7379697,2591,1046,7402399,7379697,,,,,100.00,100.00,100.00,100.00,,,,
52039,"Luling, TX",52039,"Luling, TX",4994,1922,6243907,6243907,5379,2091,7569835,7569835,5095,1968,9261415,9206161,92.84,91.92,82.48,82.48,98.02,97.66,67.42,67.82
52039,"Luling, TX",99999,"Not in a 2000 urban area",385,169,1325928,1325928,5379,2091,7569835,7569835,,,,,7.16,8.08,17.52,17.52,,,,
52066,"Lumberton, NC",52066,"Lumberton, NC",28376,11441,63640862,63307949,29739,11989,69344744,69011831,29450,11845,80419268,80086355,95.42,95.43,91.77,91.73,96.35,96.59,79.14,79.05
52066,"Lumberton, NC",99999,"Not in a 2000 urban area",1363,548,5703882,5703882,29739,11989,69344744,69011831,,,,,4.58,4.57,8.23,8.27,,,,
52093,"Luray, VA",52093,"Luray, VA",4729,2198,9544564,9503499,4770,2224,10116725,10061211,4757,2213,10508498,10466249,99.14,98.83,94.34,94.46,99.41,99.32,90.83,90.80
52093,"Luray, VA",99999,"Not in a 2000 urban area",41,26,572161,557712,4770,2224,10116725,10061211,,,,,0.86,1.17,5.66,5.54,,,,
52147,"Luverne, MN",52147,"Luverne, MN",4578,2155,4633960,4623348,4620,2175,5216454,5205842,4617,2171,8418019,8407407,99.09,99.08,88.83,88.81,99.16,99.26,55.05,54.99
52147,"Luverne, MN",99999,"Not in a 2000 urban area",42,20,582494,582494,4620,2175,5216454,5205842,,,,,0.91,0.92,11.17,11.19,,,,
52174,"Lykens, PA",52174,"Lykens, PA",2599,1298,2268167,2268167,2973,1470,5002766,5002766,2682,1338,2707535,2707535,87.42,88.30,45.34,45.34,96.91,97.01,83.77,83.77
52174,"Lykens, PA",99999,"Not in a 2000 urban area",374,172,2734599,2734599,2973,1470,5002766,5002766,,,,,12.58,11.70,54.66,54.66,,,,
52201,"Lynchburg, VA",52201,"Lynchburg, VA",106648,45524,176941186,175914016,116636,49361,231399395,230013260,108442,46368,192517024,191420124,91.44,92.23,76.47,76.48,98.35,98.18,91.91,91.90
52201,"Lynchburg, VA",99999,"Not in a 2000 urban area",9988,3837,54458209,54099244,116636,49361,231399395,230013260,,,,,8.56,7.77,23.53,23.52,,,,
52228,"Lynden, WA",52228,"Lynden, WA",11641,4703,10234023,10216083,14533,5699,24468647,24132340,11643,4704,10352704,10334764,80.10,82.52,41.83,42.33,99.98,99.98,98.85,98.85
52228,"Lynden, WA",99999,"Not in a 2000 urban area",2892,996,14234624,13916257,14533,5699,24468647,24132340,,,,,19.90,17.48,58.17,57.67,,,,
52255,"Lyndonville, VT",52255,"Lyndonville, VT",2896,1071,5394539,5345386,2924,1083,5707294,5656563,2980,1106,6288276,6094523,99.04,98.89,94.52,94.50,97.18,96.84,85.79,87.71
52255,"Lyndonville, VT",99999,"Not in a 2000 urban area",28,12,312755,311177,2924,1083,5707294,5656563,,,,,0.96,1.11,5.48,5.50,,,,
52309,"Lyons, KS",52309,"Lyons, KS",3553,1650,4003197,4003197,3652,1668,4512303,4512303,3587,1668,4134440,4134440,97.29,98.92,88.72,88.72,99.05,98.92,96.83,96.83
52309,"Lyons, KS",99999,"Not in a 2000 urban area",99,18,509106,509106,3652,1668,4512303,4512303,,,,,2.71,1.08,11.28,11.28,,,,
52341,"Lytle, TX",99999,"Not in a 2000 urban area",3475,1256,11026733,10894747,3475,1256,11026733,10894747,,,,,100.00,100.00,100.00,100.00,,,,
52352,"Mabton, WA",99999,"Not in a 2000 urban area",2534,606,1863026,1863026,2534,606,1863026,1863026,,,,,100.00,100.00,100.00,100.00,,,,
52363,"McAlester, OK",52363,"McAlester, OK",19352,8182,25594794,25508391,19501,8248,26899266,26812863,19739,8373,38844065,38482279,99.24,99.20,95.15,95.13,98.04,97.72,65.89,66.29
52363,"McAlester, OK",99999,"Not in a 2000 urban area",149,66,1304472,1304472,19501,8248,26899266,26812863,,,,,0.76,0.80,4.85,4.87,,,,
52390,"McAllen, TX",38701,"Hidalgo East, TX",4525,1143,1690902,1690902,728825,234474,929701258,927184088,4551,1151,1845992,1845992,0.62,0.49,0.18,0.18,99.43,99.30,91.60,91.60
52390,"McAllen, TX",52390,"McAllen, TX",650813,214518,726569596,724740379,728825,234474,929701258,927184088,660129,217367,815229376,813153755,89.30,91.49,78.15,78.17,98.59,98.69,89.12,89.13
52390,"McAllen, TX",99999,"Not in a 2000 urban area",73487,18813,201440760,200752807,728825,234474,929701258,927184088,,,,,10.08,8.02,21.67,21.65,,,,
52417,"Macclenny, FL",52417,"Macclenny, FL",7545,2776,15981845,15981845,10984,3973,25028209,25028209,7893,2918,18579147,18579147,68.69,69.87,63.86,63.86,95.59,95.13,86.02,86.02
52417,"Macclenny, FL",99999,"Not in a 2000 urban area",3439,1197,9046364,9046364,10984,3973,25028209,25028209,,,,,31.31,30.13,36.14,36.14,,,,
52471,"McComb, MS",52471,"McComb, MS",15866,7033,29339456,29038896,16388,7229,33822196,33521636,18172,8057,39572739,39272179,96.81,97.29,86.75,86.63,87.31,87.29,74.14,73.94
52471,"McComb, MS",99999,"Not in a 2000 urban area",522,196,4482740,4482740,16388,7229,33822196,33521636,,,,,3.19,2.71,13.25,13.37,,,,
52498,"McConnelsville, OH",52498,"McConnelsville, OH",2591,1276,3282613,3281193,2652,1304,3950050,3613325,2617,1297,3420364,3418944,97.70,97.85,83.10,90.81,99.01,98.38,95.97,95.97
52498,"McConnelsville, OH",99999,"Not in a 2000 urban area",61,28,667437,332132,2652,1304,3950050,3613325,,,,,2.30,2.15,16.90,9.19,,,,
52525,"McCook, NE",52525,"McCook, NE",7503,3625,7374486,7374486,7563,3653,12021742,12021742,7664,3698,10991461,10991461,99.21,99.23,61.34,61.34,97.90,98.03,67.09,67.09
52525,"McCook, NE",99999,"Not in a 2000 urban area",60,28,4647256,4647256,7563,3653,12021742,12021742,,,,,0.79,0.77,38.66,38.66,,,,
52552,"McFarland, CA",52552,"McFarland, CA",12435,2613,4590745,4590745,12826,2714,9922667,9922667,12530,2643,10100249,10100249,96.95,96.28,46.27,46.27,99.24,98.86,45.45,45.45
52552,"McFarland, CA",99999,"Not in a 2000 urban area",391,101,5331922,5331922,12826,2714,9922667,9922667,,,,,3.05,3.72,53.73,53.73,,,,
52579,"McGehee, AR",52579,"McGehee, AR",3705,1731,6041073,6041073,3898,1855,6931664,6931664,3804,1786,8054617,8054617,95.05,93.32,87.15,87.15,97.40,96.92,75.00,75.00
52579,"McGehee, AR",99999,"Not in a 2000 urban area",193,124,890591,890591,3898,1855,6931664,6931664,,,,,4.95,6.68,12.85,12.85,,,,
52606,"McGregor, TX",52606,"McGregor, TX",4545,1787,4657081,4657081,4893,1928,5845426,5845426,4552,1792,4971247,4971247,92.89,92.69,79.67,79.67,99.85,99.72,93.68,93.68
52606,"McGregor, TX",99999,"Not in a 2000 urban area",348,141,1188345,1188345,4893,1928,5845426,5845426,,,,,7.11,7.31,20.33,20.33,,,,
52633,"McKenzie, TN",52633,"McKenzie, TN",4866,2181,9193305,9193305,5066,2236,10115840,10115840,5152,2306,12173717,12173717,96.05,97.54,90.88,90.88,94.45,94.58,75.52,75.52
52633,"McKenzie, TN",99999,"Not in a 2000 urban area",200,55,922535,922535,5066,2236,10115840,10115840,,,,,3.95,2.46,9.12,9.12,,,,
52660,"Mackinaw, IL",52660,"Mackinaw, IL",3320,1243,5522965,5167845,3452,1311,6288651,5933523,3320,1243,5610419,5255299,96.18,94.81,87.82,87.10,100.00,100.00,98.44,98.34
52660,"Mackinaw, IL",99999,"Not in a 2000 urban area",132,68,765686,765678,3452,1311,6288651,5933523,,,,,3.82,5.19,12.18,12.90,,,,
52687,"McKinney, TX",52687,"McKinney, TX",74802,27821,60408477,59796031,170030,61254,193721879,191923463,77736,28771,71839222,71170735,43.99,45.42,31.18,31.16,96.23,96.70,84.09,84.02
52687,"McKinney, TX",72397,"Princeton, TX",3515,1382,3896853,3887157,170030,61254,193721879,191923463,3539,1395,5487754,5463348,2.07,2.26,2.01,2.03,99.32,99.07,71.01,71.15
52687,"McKinney, TX",99999,"Not in a 2000 urban area",91713,32051,129416549,128240275,170030,61254,193721879,191923463,,,,,53.94,52.32,66.81,66.82,,,,
52714,"McLeansboro, IL",52714,"McLeansboro, IL",2596,1318,3490157,3477016,2698,1367,3897611,3883285,2712,1378,4129340,4107912,96.22,96.42,89.55,89.54,95.72,95.65,84.52,84.64
52714,"McLeansboro, IL",99999,"Not in a 2000 urban area",102,49,407454,406269,2698,1367,3897611,3883285,,,,,3.78,3.58,10.45,10.46,,,,
52741,"McMinnville, OR",46072,"Lafayette, OR",3567,1243,1760442,1760442,38970,14749,38129251,38129251,3567,1243,1760442,1760442,9.15,8.43,4.62,4.62,100.00,100.00,100.00,100.00
52741,"McMinnville, OR",52741,"McMinnville, OR",31158,11906,22234414,22234414,38970,14749,38129251,38129251,31189,11917,22373701,22373701,79.95,80.72,58.31,58.31,99.90,99.91,99.38,99.38
52741,"McMinnville, OR",99999,"Not in a 2000 urban area",4245,1600,14134395,14134395,38970,14749,38129251,38129251,,,,,10.89,10.85,37.07,37.07,,,,
52768,"McMinnville, TN",52768,"McMinnville, TN",13876,6522,26779596,26779596,15386,7135,34397694,34397694,14442,6793,34448012,34448012,90.19,91.41,77.85,77.85,96.08,96.01,77.74,77.74
52768,"McMinnville, TN",99999,"Not in a 2000 urban area",1510,613,7618098,7618098,15386,7135,34397694,34397694,,,,,9.81,8.59,22.15,22.15,,,,
52795,"Macomb, IL",52795,"Macomb, IL",19366,8151,20013069,19994570,19945,8505,22656139,22637640,19388,8164,20757273,20738774,97.10,95.84,88.33,88.32,99.89,99.84,96.41,96.41
52795,"Macomb, IL",99999,"Not in a 2000 urban area",579,354,2643070,2643070,19945,8505,22656139,22637640,,,,,2.90,4.16,11.67,11.68,,,,
52822,"Macon, GA",52822,"Macon, GA",126564,57760,184790564,183304524,137570,62512,256265001,253854243,129128,58962,209419714,207622107,92.00,92.40,72.11,72.21,98.01,97.96,88.24,88.29
52822,"Macon, GA",99999,"Not in a 2000 urban area",11006,4752,71474437,70549719,137570,62512,256265001,253854243,,,,,8.00,7.60,27.89,27.79,,,,
52849,"Macon, MS",52849,"Macon, MS",2930,1180,5162699,5162699,2998,1210,5495029,5495029,2956,1198,8809966,8809966,97.73,97.52,93.95,93.95,99.12,98.50,58.60,58.60
52849,"Macon, MS",99999,"Not in a 2000 urban area",68,30,332330,332330,2998,1210,5495029,5495029,,,,,2.27,2.48,6.05,6.05,,,,
52876,"Macon, MO",52876,"Macon, MO",4853,2440,7224036,7222884,5014,2473,7768360,7767208,5085,2548,11557783,11530108,96.79,98.67,92.99,92.99,95.44,95.76,62.50,62.64
52876,"Macon, MO",99999,"Not in a 2000 urban area",161,33,544324,544324,5014,2473,7768360,7767208,,,,,3.21,1.33,7.01,7.01,,,,
52903,"McPherson, KS",52903,"McPherson, KS",12659,5724,11169781,11057660,13083,5922,18093636,17981515,12659,5724,11296887,11184766,96.76,96.66,61.73,61.49,100.00,100.00,98.87,98.86
52903,"McPherson, KS",99999,"Not in a 2000 urban area",424,198,6923855,6923855,13083,5922,18093636,17981515,,,,,3.24,3.34,38.27,38.51,,,,
52930,"McRae, GA",52930,"McRae, GA",5429,2688,7861304,7830129,8747,2905,13703846,13587693,5508,2719,8986456,8924909,62.07,92.53,57.37,57.63,98.57,98.86,87.48,87.73
52930,"McRae, GA",99999,"Not in a 2000 urban area",3318,217,5842542,5757564,8747,2905,13703846,13587693,,,,,37.93,7.47,42.63,42.37,,,,
52984,"Madera, CA",52984,"Madera, CA",72980,19924,50378666,50378666,78413,21437,57994263,57994263,73161,20052,58579077,58579077,93.07,92.94,86.87,86.87,99.75,99.36,86.00,86.00
52984,"Madera, CA",99999,"Not in a 2000 urban area",5433,1513,7615597,7615597,78413,21437,57994263,57994263,,,,,6.93,7.06,13.13,13.13,,,,
53011,"Madill, OK",53011,"Madill, OK",4286,1660,5083872,5083698,4419,1732,6102011,6101837,4424,1721,5982998,5884053,96.99,95.84,83.31,83.31,96.88,96.46,84.97,86.40
53011,"Madill, OK",99999,"Not in a 2000 urban area",133,72,1018139,1018139,4419,1732,6102011,6101837,,,,,3.01,4.16,16.69,16.69,,,,
53038,"Madison, FL",53038,"Madison, FL",3457,1642,4674063,4586148,3843,1751,5270766,5182851,3534,1669,5021681,4933766,89.96,93.77,88.68,88.49,97.82,98.38,93.08,92.95
53038,"Madison, FL",99999,"Not in a 2000 urban area",386,109,596703,596703,3843,1751,5270766,5182851,,,,,10.04,6.23,11.32,11.51,,,,
53065,"Madison, GA",53065,"Madison, GA",3295,1471,6452669,6439048,4401,1893,10971741,10877785,3321,1489,6677494,6658712,74.87,77.71,58.81,59.19,99.22,98.79,96.63,96.70
53065,"Madison, GA",99999,"Not in a 2000 urban area",1106,422,4519072,4438737,4401,1893,10971741,10877785,,,,,25.13,22.29,41.19,40.81,,,,
53092,"Madison, IN--KY",36757,"Hanover, IN",2867,1049,2777139,2777139,18271,8165,36565556,35699237,3059,1121,7239594,7228023,15.69,12.85,7.59,7.78,93.72,93.58,38.36,38.42
53092,"Madison, IN--KY",53092,"Madison, IN--KY",13443,6714,23573799,23524704,18271,8165,36565556,35699237,13678,6841,26154946,26099324,73.58,82.23,64.47,65.90,98.28,98.14,90.13,90.14
53092,"Madison, IN--KY",99999,"Not in a 2000 urban area",1961,402,10214618,9397394,18271,8165,36565556,35699237,,,,,10.73,4.92,27.94,26.32,,,,
53146,"Madison, SD",53146,"Madison, SD",5924,2635,5805397,5805397,6174,2733,7338124,7338124,5936,2638,5970100,5970100,95.95,96.41,79.11,79.11,99.80,99.89,97.24,97.24
53146,"Madison, SD",99999,"Not in a 2000 urban area",250,98,1532727,1532727,6174,2733,7338124,7338124,,,,,4.05,3.59,20.89,20.89,,,,
53173,"Madison, WV",53173,"Madison, WV",3002,1467,3914367,3736390,4579,2125,10900270,10594171,3229,1582,4567184,4298744,65.56,69.04,35.91,35.27,92.97,92.73,85.71,86.92
53173,"Madison, WV",99999,"Not in a 2000 urban area",1577,658,6985903,6857781,4579,2125,10900270,10594171,,,,,34.44,30.96,64.09,64.73,,,,
53200,"Madison, WI",21367,"Cross Plains, WI",2956,1275,2954731,2954731,401661,181348,408873916,391086803,2958,1276,3048242,3048242,0.74,0.70,0.72,0.76,99.93,99.92,96.93,96.93
53200,"Madison, WI",22906,"DeForest, WI",11974,4839,11059289,10944528,401661,181348,408873916,391086803,12724,5106,20671934,20422956,2.98,2.67,2.70,2.80,94.11,94.77,53.50,53.59
53200,"Madison, WI",53200,"Madison, WI",347440,158731,295130082,278412493,401661,181348,408873916,391086803,348300,159059,308728405,291967910,86.50,87.53,72.18,71.19,99.75,99.79,95.60,95.36
53200,"Madison, WI",99999,"Not in a 2000 urban area",39291,16503,99729814,98775051,401661,181348,408873916,391086803,,,,,9.78,9.10,24.39,25.26,,,,
53227,"Madisonville, KY",53227,"Madisonville, KY",21348,10158,37686059,37212354,24809,11507,49502724,48965317,21898,10404,43735339,43069042,86.05,88.28,76.13,76.00,97.49,97.64,86.17,86.40
53227,"Madisonville, KY",99999,"Not in a 2000 urban area",3461,1349,11816665,11752963,24809,11507,49502724,48965317,,,,,13.95,11.72,23.87,24.00,,,,
53254,"Madisonville, TN",53254,"Madisonville, TN",4015,1861,9116901,9116901,5391,2409,16447533,16447533,4093,1904,10232775,10232775,74.48,77.25,55.43,55.43,98.09,97.74,89.10,89.10
53254,"Madisonville, TN",99999,"Not in a 2000 urban area",1376,548,7330632,7330632,5391,2409,16447533,16447533,,,,,25.52,22.75,44.57,44.57,,,,
53281,"Madisonville, TX",53281,"Madisonville, TX",4101,1564,7272913,7181800,4454,1690,10394556,10269382,4138,1584,8526358,8417688,92.07,92.54,69.97,69.93,99.11,98.74,85.30,85.32
53281,"Madisonville, TX",99999,"Not in a 2000 urban area",353,126,3121643,3087582,4454,1690,10394556,10269382,,,,,7.93,7.46,30.03,30.07,,,,
53308,"Madras, OR",53308,"Madras, OR",6963,3005,9632291,9632291,8010,3382,13796368,13796368,7137,3094,13072764,13072764,86.93,88.85,69.82,69.82,97.56,97.12,73.68,73.68
53308,"Madras, OR",99999,"Not in a 2000 urban area",1047,377,4164077,4164077,8010,3382,13796368,13796368,,,,,13.07,11.15,30.18,30.18,,,,
53335,"Magee, MS",53335,"Magee, MS",3661,1514,5400833,5400833,4170,1635,7494063,7494063,3914,1635,7583310,7583310,87.79,92.60,72.07,72.07,93.54,92.60,71.22,71.22
53335,"Magee, MS",99999,"Not in a 2000 urban area",509,121,2093230,2093230,4170,1635,7494063,7494063,,,,,12.21,7.40,27.93,27.93,,,,
53362,"Magnolia, AR",53362,"Magnolia, AR",10223,4736,17437056,17416821,10438,4804,19463019,19442784,10227,4738,18546681,18526446,97.94,98.58,89.59,89.58,99.96,99.96,94.02,94.01
53362,"Magnolia, AR",99999,"Not in a 2000 urban area",215,68,2025963,2025963,10438,4804,19463019,19442784,,,,,2.06,1.42,10.41,10.42,,,,
53372,"Magnolia, TX",99999,"Not in a 2000 urban area",3195,1160,9845216,9807800,3195,1160,9845216,9807800,,,,,100.00,100.00,100.00,100.00,,,,
53416,"Mahomet, IL",53416,"Mahomet, IL",8931,3495,12601216,12367397,11044,4317,18029424,17733218,9117,3559,13182659,12948840,80.87,80.96,69.89,69.74,97.96,98.20,95.59,95.51
53416,"Mahomet, IL",99999,"Not in a 2000 urban area",2113,822,5428208,5365821,11044,4317,18029424,17733218,,,,,19.13,19.04,30.11,30.26,,,,
53443,"Maiden, NC",53443,"Maiden, NC",3140,1380,6848066,6841661,3572,1561,10881417,10848977,3769,1650,9524420,9482526,87.91,88.40,62.93,63.06,83.31,83.64,71.90,72.15
53443,"Maiden, NC",99999,"Not in a 2000 urban area",432,181,4033351,4007316,3572,1561,10881417,10848977,,,,,12.09,11.60,37.07,36.94,,,,
53470,"Malakoff, TX",53470,"Malakoff, TX",2694,1325,6153696,6153696,2969,1460,8172968,8147891,4026,2278,15639717,15634221,90.74,90.75,75.29,75.53,66.92,58.17,39.35,39.36
53470,"Malakoff, TX",99999,"Not in a 2000 urban area",275,135,2019272,1994195,2969,1460,8172968,8147891,,,,,9.26,9.25,24.71,24.47,,,,
53497,"Malden, MO",53497,"Malden, MO",4425,2077,7683465,7683465,4590,2148,8087348,8087348,4563,2143,11303105,11303105,96.41,96.69,95.01,95.01,96.98,96.92,67.98,67.98
53497,"Malden, MO",99999,"Not in a 2000 urban area",165,71,403883,403883,4590,2148,8087348,8087348,,,,,3.59,3.31,4.99,4.99,,,,
53524,"Malone, NY",53524,"Malone, NY",10588,2982,13717465,13592837,10825,3099,14820158,14695530,10926,3126,17424050,17218652,97.81,96.22,92.56,92.50,96.91,95.39,78.73,78.94
53524,"Malone, NY",99999,"Not in a 2000 urban area",237,117,1102693,1102693,10825,3099,14820158,14695530,,,,,2.19,3.78,7.44,7.50,,,,
53551,"Malvern, AR",53551,"Malvern, AR",8941,4262,13722058,13722058,11186,4647,24626715,24612588,9134,4364,15565982,15565982,79.93,91.72,55.72,55.75,97.89,97.66,88.15,88.15
53551,"Malvern, AR",99999,"Not in a 2000 urban area",2245,385,10904657,10890530,11186,4647,24626715,24612588,,,,,20.07,8.28,44.28,44.25,,,,
53578,"Malvern, OH",53578,"Malvern, OH",2630,1407,8300283,6327151,2800,1489,9096227,7123095,4448,2231,12332487,10285848,93.93,94.49,91.25,88.83,59.13,63.07,67.30,61.51
53578,"Malvern, OH",99999,"Not in a 2000 urban area",170,82,795944,795944,2800,1489,9096227,7123095,,,,,6.07,5.51,8.75,11.17,,,,
53605,"Mammoth Lakes, CA",53605,"Mammoth Lakes, CA",6913,7094,6339059,6338815,7693,8420,8607451,8604971,6915,7140,6444437,6444193,89.86,84.25,73.65,73.66,99.97,99.36,98.36,98.36
53605,"Mammoth Lakes, CA",99999,"Not in a 2000 urban area",780,1326,2268392,2266156,7693,8420,8607451,8604971,,,,,10.14,15.75,26.35,26.34,,,,
53632,"Mamou, LA",53632,"Mamou, LA",3831,1769,5194452,5194452,3894,1793,5715316,5715316,4224,1938,10550556,10550556,98.38,98.66,90.89,90.89,90.70,91.28,49.23,49.23
53632,"Mamou, LA",99999,"Not in a 2000 urban area",63,24,520864,520864,3894,1793,5715316,5715316,,,,,1.62,1.34,9.11,9.11,,,,
53659,"Manchester, GA",53659,"Manchester, GA",3500,1665,7554409,7526755,4096,1919,10300334,10263967,3557,1691,8494036,8466382,85.45,86.76,73.34,73.33,98.40,98.46,88.94,88.90
53659,"Manchester, GA",99999,"Not in a 2000 urban area",596,254,2745925,2737212,4096,1919,10300334,10263967,,,,,14.55,13.24,26.66,26.67,,,,
53686,"Manchester, IA",53686,"Manchester, IA",5004,2251,6464322,6464322,5032,2262,6820199,6820199,5199,2348,9511689,9511689,99.44,99.51,94.78,94.78,96.25,95.87,67.96,67.96
